,St.1_50m,St.1_90m,St.3_40m,St.3_60m,St.3_80m,St.5_20m,St.5_50m,St. 5_80m,St.6_40m,St.6_80m,St.8_40m,St.8_70m,St.9_40m,St.9_70m,St.12_40m
K06129_lysophospholipase III [EC:3.1.1.5],1.520330767,18.49896906,11.69929041,0.675837088,0,4.352378128,0,10.64405479,2.141550477,0,0,0,5.504068927,0,0
K06130_lysophospholipase II [EC:3.1.1.5],0,2.651660853,2.21378015,4.301216916,9.352185002,8.254466506,3.650200843,8.076450008,8.758054305,3.678578693,8.474298172,6.729606661,6.783600406,7.681424463,0
K06133_4'-phosphopantetheinyl transferase [EC:2.7.8.-],0.729026078,0.403208636,0,1.944456584,1.627419744,1.043521985,2.523079609,1.701338878,1.026912157,2.632318051,0.368202617,2.132093141,1.583580313,0,0
"K06147_ATP-binding cassette, subfamily B, bacterial",16.14065044,10.36375568,33.90196762,8.930815364,48.30820966,5.690964735,24.13829263,9.412239223,12.04716302,19.97288173,23.85124417,12.50100712,20.49314812,14.67498293,7.662382902
"K06148_ATP-binding cassette, subfamily C, bacterial",5.63400042,0.877613201,1.831593455,2.468813976,4.427748211,3.406953334,0.779946397,0.986111221,1.117574856,2.506627165,2.404260096,6.019315605,0,46.44143591,2.190073032
"K06158_ATP-binding cassette, subfamily F, member 3",133.9886123,64.56432156,100.8457219,111.4879477,83.56491253,51.63713014,78.83668212,73.38953138,61.2466076,52.94603637,76.86282546,71.68830328,78.9663858,43.72844136,133.666161
"K06174_ATP-binding cassette, sub-family E, member 1",9.919535165,7.236897531,1.149708045,5.073715967,0.833801474,4.618973401,0,2.188941598,6.329313566,1.685820974,1.509176159,2.277857372,0,26.0716947,1.45787017
K06178_23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],0,0.453063855,0,0.364146878,0,0,0,5.735108944,0,0,0,4.791436752,0,2.579594984,0
K06179_23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24],4.281684688,12.37424936,15.48416662,7.96547153,7.099936612,3.418899379,16.20699945,21.08187579,22.45206796,11.5732199,18.18748022,11.1469729,12.63372368,6.547975356,4.888826407
K06180_23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23],2.333258272,0.591087306,19.17408294,10.3778299,21.82835591,22.99097473,33.59051069,28.30804867,35.18946915,22.32484737,14.7625931,14.46964802,23.75899924,1.427311482,3.334964433
"K06184_ATP-binding cassette, subfamily F, member 1",0.29363878,0,0.451923415,1.613895126,2.294235372,1.891404698,1.626002776,0.856586422,1.654488043,3.020123796,2.521193268,1.030523181,1.86843825,4.623408675,0.980846474
"K06185_ATP-binding cassette, subfamily F, member 2",34.02488803,48.54835603,59.06445764,61.55116162,84.16667549,74.63298747,62.04781336,49.62970794,33.94393978,72.92380093,48.51535669,42.06742519,63.13047703,89.93807478,61.33742741
K06188_aquaporin Z,394.8719213,561.3496254,469.8514063,523.6836327,716.0963138,701.6028138,659.744988,746.7314066,725.9143986,596.2921266,588.8862327,554.5665733,526.5823207,653.3238703,538.0457358
K06207_GTP-binding protein,7.493394986,11.41726756,6.140695737,6.261870074,6.272871768,5.827222203,10.95986525,20.45141996,11.01209885,10.71538085,8.533725452,10.97873174,14.03386358,0.589925953,2.477927935
K06213_magnesium transporter,1.647254932,3.867448006,8.741362255,8.703615374,3.121937721,5.594031039,1.538119774,3.26373945,0,3.268309697,0,1.299766607,2.205327744,3.523194136,6.89247353
K06215_pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6],76.44245265,51.63881095,88.02399893,65.79712305,69.53996551,65.7654816,84.87346316,67.83095023,49.72286509,34.07301636,31.31083418,42.44020987,46.74767548,40.77284686,73.08750079
"K06221_2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",2.941760061,11.77147552,0,3.385620776,16.97359421,0,1.212831704,0,1.675629928,0.354986566,1.7699315,1.720680956,2.537397027,11.07947637,18.04526816
K06224_hedgehog,0,0,0,0,0.791459993,0,0,0,0,0,0,0,0,0,0
K06225_patched 1,0,0,0,0.199641139,0,0,0,0.524039313,0.632610408,0.810795639,0.453648944,0,0.650357081,2.262793661,0
K06228_fused [EC:2.7.11.1],2.385380992,1.319302894,2.99188597,5.921834849,3.414559898,0,2.691172186,1.482103327,3.261951076,6.246722836,5.053832512,2.971760539,10.24565882,0,0
K06233_low density lipoprotein-related protein 2,0,0,0,0,1.446208124,1.854653635,1.345282276,3.023792867,6.996342994,5.555628435,6.544072211,2.652561274,6.567167465,0,0
"K06240_laminin, alpha 3/5",9.974038106,0,13.84307078,8.440154974,12.39851886,5.166913664,1.076686928,0,0.936634165,1.404128523,0,6.368874627,9.573401121,3.705526242,0.879528267
K06268_serine/threonine-protein phosphatase 2B regulatory subunit,3.08021765,1.135734731,8.864684169,2.585516999,0,1.142612379,1.577518701,0.664835814,5.191634065,3.600227843,1.381865825,1.666325148,0.825092065,3.304286104,2.716190237
K06269_serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16],145.7492351,128.8532931,134.0428694,113.5004306,105.0222195,76.50914227,121.0369387,111.9438269,92.20651842,67.35362962,73.89551324,64.34957963,100.6747485,114.5172564,127.232916
"K06515_solute carrier family 44 (choline transporter-like protein), member 1",3.288541549,1.091292937,8.604065098,5.555087018,0,0,1.821005283,8.058243654,0,0,0.664365592,0,0,0,0
"K06560_mannose receptor, C type",0,0,0,0,0,0,0.898779432,0,0.609683183,0,0,0,0,9.813532164,0
K06580_ammonium transporter Rh,9.053740325,11.26671512,5.225294045,12.0740571,10.10542434,3.239862522,4.700100918,0,9.564880062,1.021582286,5.715863571,14.56310003,8.194337031,0,21.95530662
K06627_cyclin A,4.486906134,15.72705689,6.128820724,6.195801075,2.587659746,6.76395016,3.785279533,2.912236806,11.97408428,12.55645967,6.949811307,10.77688245,12.58976686,3.667706453,5.868896228
K06630_14-3-3 protein epsilon,1311.26234,1506.921454,1291.055679,1171.406403,881.2115277,772.4585791,654.3546115,898.4790337,743.266664,758.880705,711.7352558,578.9728268,686.3931652,1657.534235,1107.705495
K06631_polo-like kinase 1 [EC:2.7.11.21],5.846296088,3.233460556,6.748286351,9.096048918,0,7.322297987,2.023339203,3.410896785,2.745046989,3.298345384,5.167287937,5.129383499,4.23308103,5.954565089,7.733050465
K06632_wee1-like protein kinase [EC:2.7.11.1],6.304138371,2.817356935,5.184711002,2.649777633,4.818687495,8.403285629,2.419435774,6.7977115,4.804744897,5.670305374,3.380128385,10.22255184,1.406045849,6.285330096,2.819277617
K06633_membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1],7.605900567,29.44661949,17.55873949,0,2.829801091,7.258016041,0,2.958333664,5.952074651,2.288572607,2.560962337,0,0,0,4.471344822
K06636_structural maintenance of chromosome 1,0,0,0.26607529,0.307409327,6.560826453,1.97971028,4.547310336,2.824222538,11.36449453,14.82559131,5.588263721,5.056106592,3.504991093,1.306601711,0
K06639_cell division cycle 14 [EC:3.1.3.16 3.1.3.48],0,0,0,0,3.690596687,0,0,0,0,0.497455369,0.834995006,0,1.596079733,28.94370879,0
K06641_serine/threonine-protein kinase Chk2 [EC:2.7.11.1],6.793876017,5.332265946,2.119719689,3.67351813,1.537281928,0.985724485,0,0.803553453,1.176420695,4.69526129,1.709430423,4.249631321,10.96971795,16.13130433,1.2145231
K06665_glucose repression mediator protein,0,5.969022012,2.491489788,4.797559349,2.409200453,0,0,0,5.067402438,0,1.090159949,0,0,0,0
K06669_structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6),1.446434211,0,5.516082406,12.56524219,8.216907536,9.913894806,13.33466862,18.87603476,18.44135048,7.52347403,12.99077545,6.376756165,12.59950478,4.385971216,5.653366793
K06674_structural maintenance of chromosome 2,187.2531156,172.9595501,156.8315712,182.0360279,142.869546,135.6131742,187.3447869,119.7677685,100.2967407,109.9237518,170.0124218,187.1222904,134.1058429,139.0686933,235.6996327
K06675_structural maintenance of chromosome 4,144.178013,162.3919474,250.1649929,204.0514123,199.7373917,202.9016307,187.5304144,173.9693837,215.0427633,166.3742144,234.4819394,258.138997,195.5230989,143.7268115,154.9903437
K06676_condensin complex subunit 2,5.812865758,4.11299377,6.1676563,1.588619293,5.561219344,18.21697242,0.949416654,15.33479153,5.848607662,5.621973879,6.710517964,2.428596487,12.20785402,5.415208168,7.322696461
K06677_condensin complex subunit 1,4.637690941,3.96535383,0.583498444,4.984658229,0.969907889,26.73214852,12.01806116,9.088132577,21.23056522,7.582890541,15.66684111,2.790618572,5.21363127,4.512464898,3.252973529
K06683_cell division control protein CDC15 [EC:2.7.11.1],8.176914123,6.029966982,0,2.423271719,1.52112431,0,0,0.795107696,0.63989271,1.230193684,2.064920083,0,0.98676551,12.87473533,1.201757843
K06685_MOB kinase activator 1,0,0,0,0.597297915,0,0,0,3.919627874,0,1.212892662,1.696566463,0.392961652,0,2.730755964,0.592428367
K06688_ubiquitin-conjugating enzyme E2 C [EC:6.3.2.19],15.07703435,5.559188829,4.640848089,8.042685873,10.09703114,18.70365817,21.56772038,9.382799129,20.76568769,6.351232507,28.42866719,12.93422616,18.19451356,0,1.772692632
K06689_ubiquitin-conjugating enzyme E2 D/E [EC:6.3.2.19],411.9412514,464.0072726,423.8499375,386.0174577,302.5691732,321.1960624,282.5835224,323.7054659,266.4878619,303.010228,222.2184598,227.2167753,294.6154002,603.4004878,390.5615975
K06694_26S proteasome non-ATPase regulatory subunit 10,3.236812669,1.806166971,5.659801003,4.959099438,7.096804137,10.54846229,4.951157096,9.610557637,10.54378428,19.63111441,14.78594117,16.45635972,16.53090118,5.041927079,1.401700041
K06867_uncharacterized protein,4.515609292,6.491863491,16.9065492,5.285344112,4.071883149,5.247111758,4.059753297,13.7103691,2.048887236,1.969492773,9.556189431,5.56661826,7.408954932,13.72716206,5.309258528
K06883_uncharacterized protein,3.022100336,0,11.23251725,0,0,1.441936594,0,1.763179997,0.472995055,0.909332956,0,0,0,22.18505194,0
K06886_hemoglobin,109.2627063,95.27133388,98.72006646,69.19032765,58.34959433,119.6215303,152.3908659,168.6025801,148.1790035,220.0984133,168.3355673,175.0150561,174.9222346,137.2823302,64.82724592
K06889_uncharacterized protein,0,0,0,4.026694025,8.088373577,0,0,0,0,0,0,0,0,0,0
K06890_uncharacterized protein,36.03409702,34.97403715,34.18246647,34.41590286,35.111926,48.2880092,38.85875282,25.83995351,37.60335911,44.51058622,40.79211365,32.30811599,41.09371125,81.04570655,55.45164964
K06892_feruloyl-CoA ortho-hydroxylase [EC:1.14.11.-],48.23767846,70.1716509,47.79821496,58.34323172,35.50622802,31.01746081,50.3974864,79.57813193,60.23721065,53.22468968,52.73389012,47.57193899,50.89983645,67.35280019,60.21550697
"K06901_putative MFS transporter, AGZA family, xanthine/uracil permease",37.62880004,16.41592732,46.72890381,19.26864545,39.30778296,25.69245689,21.55472522,44.37985684,28.90735265,53.09083183,25.72806067,28.42675896,42.82559627,35.72301884,32.66267605
K06911_uncharacterized protein,3.129784371,34.89258919,24.97051534,41.31286968,8.688317786,10.46545696,14.97369927,4.103678652,8.947184923,19.74036631,17.789465,5.821316164,5.95544662,12.03364859,4.599831742
K06916_cell division protein ZapE,5.11151206,12.79199978,14.65889421,14.42336627,10.2851517,36.37741479,35.63818144,31.56569188,28.74663606,42.02838726,24.51153072,26.67229359,21.42765186,6.949760263,29.98507032
K06917_tRNA 2-selenouridine synthase [EC:2.9.1.-],9.273435174,3.846703075,2.676044588,0,1.293829873,2.488859907,3.209434599,0,3.265659349,7.847787293,5.269106418,1.356043913,12.58976686,1.46012324,9.199663484
K06941_23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],0.966600072,1.604958198,0,1.718742242,0,0,6.021535042,0,1.815414462,2.181333848,4.881919685,1.696137994,10.4981762,25.89576889,0
K06942_uncharacterized protein,14.19966264,6.531624971,14.87446385,11.54839742,5.366831772,6.347352259,2.789728342,4.60427887,15.73756495,13.4881274,10.86616429,19.65869725,17.86740037,9.602078439,16.86268367
K06950_uncharacterized protein,11.67629675,5.596854002,6.289622807,7.439714355,18.24566432,11.97790512,16.43355754,17.48486831,13.88885481,13.70199431,14.93967909,15.70818707,7.327114742,0.490255788,2.059272873
K06955_uncharacterized protein,0,3.814549781,0,1.839550492,8.328297536,13.23798938,7.898804355,2.414323978,2.031387514,2.660191885,7.742840561,14.15637385,8.103949869,0,0.691166428
K06959_protein Tex,0,2.777287697,0,0,14.01201647,17.96936198,5.213666578,13.91603429,8.252226321,3.399622379,9.510627767,1.468578678,10.90764863,0,0
K06961_ribosomal RNA assembly protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248628273
K06966_uncharacterized protein,21.40241905,38.00903234,35.59616495,24.2626102,36.81155892,26.10074841,65.32214314,26.56940944,50.39930991,33.24691043,35.69637166,26.91557745,30.78248834,52.61595131,69.55517196
K06972_uncharacterized protein,18.50632553,57.9633557,33.03505172,61.19092984,83.26485546,71.55968602,46.77416245,56.78507887,50.90260066,63.98311739,49.56200599,46.0339877,48.59350635,72.78885288,52.90870259
K06978_uncharacterized protein,32.48345435,46.24516558,25.92433254,42.40312311,26.56152544,11.49572989,28.50761262,20.29258229,14.22325811,14.70715267,21.76246536,7.420212977,24.930298,69.96012038,31.79173085
K06994_putative drug exporter of the RND superfamily,109.4519993,129.1071418,107.4989756,82.80925911,94.78150899,74.12670209,77.71640932,61.9048485,86.24842861,128.9283354,79.08008369,117.6194342,72.31447234,32.98761651,105.4226181
K06997_PLP dependent protein,0,1.092480416,3.605008871,0,0,2.736692944,6.152580418,17.21252068,6.43272919,2.617371476,2.992898314,18.60352843,20.00413842,12.36062928,0
K06999_phospholipase/carboxylesterase,0,12.03639735,0,0,6.649986853,8.166191391,6.612406794,9.717355875,11.78619001,15.14879414,9.234446094,8.309257848,3.545645312,5.780663041,0
K07004_uncharacterized protein,201.510034,249.7475255,243.9732339,360.9441855,773.3084478,229.4338512,384.1327094,396.4719488,408.2904548,589.2705473,409.3263866,681.9848269,375.0864591,165.0449303,290.7259398
K07018_uncharacterized protein,0,0,0,0,4.599631285,0,4.99174547,1.202137857,0.483732741,1.859952312,1.560995205,3.615604033,5.967635232,12.32818016,0
K07023_putative hydrolases of HD superfamily,0,0.551945851,0,0,0,0,0,0,0,0,0,0,0,8.799269356,0
K07024_uncharacterized protein,0,0,0,0,0,0,0,2.904250781,3.116406179,2.246733985,7.961456042,0.485275313,4.805746471,0,0
K07025_putative hydrolase of the HAD superfamily,1.645761501,5.988111933,17.12889063,7.944105001,16.29496824,32.0589288,23.04802524,28.72036848,61.20975833,44.38387241,23.43141692,17.05493219,33.2699623,5.567571915,1.030882747
K07045_uncharacterized protein,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322799253,0
K07046_L-fuconolactonase [EC:3.1.1.-],2.660133258,3.236777411,11.87279102,4.020557211,8.14269875,3.343384541,2.340687406,1.241598419,7.507674377,4.355094335,4.181388409,6.155538399,5.334903059,18.7217767,5.947973778
K07055_tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114],0,0,0,0,0,0,0,0,0,0,0,0,0,4.079892337,0
K07090_uncharacterized protein,0,0,0,0,0,2.14859681,0,2.33535491,0.939732183,0,6.064991291,1.755979687,0,1.260503304,0
K07093_uncharacterized protein,36.34454435,25.81226077,8.832293355,16.15964842,15.17599561,1.896408262,4.162648527,0.530602932,3.546970363,2.303820313,0,0,2.580572631,4.073962379,35.17735325
K07101_uncharacterized protein,0,5.239751658,3.197228642,4.046288664,2.447026064,3.138127709,0.758752201,13.7705739,2.60671418,9.653031105,4.194042048,8.173296968,8.252634522,7.637037799,0
K07114_Ca-activated chloride channel homolog,4.424388015,14.83490768,4.587522512,10.41393944,30.66094389,12.12593518,5.469191412,5.060377913,43.60430524,31.72956997,24.98425984,17.50183959,14.83936478,36.80190126,8.732232934
K07117_uncharacterized protein,0,0,0,0,4.78992336,0,0,4.381550923,0,9.684503468,3.79300923,0,3.107261607,0,0
K07119_uncharacterized protein,0,0,0,6.260814951,0,4.479947832,1.083184177,4.565014878,0,0,0,0,0,4.927915936,0
K07124_uncharacterized protein,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84333388,0
K07126_uncharacterized protein,4.703876934,8.364211786,5.41844578,28.04868146,46.77790518,66.22601185,47.15783771,31.49070453,60.59135911,31.34324967,66.4153597,33.98723366,61.81693555,30.18704663,9.096754047
K07127_5-hydroxyisourate hydrolase [EC:3.5.2.17],3.901020634,7.19190188,0,5.202396377,0,18.61296377,0,9.86252498,4.884453238,11.73795119,5.910759779,0,5.649161862,2.456897916,0
K07140_uncharacterized protein,0,0,0,0,1.556173257,5.488108136,2.895146648,0.406714075,3.273183909,3.460982691,4.224997773,0.815501063,1.514253064,4.390462738,0
K07151_dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.99.18],101.4607454,87.21191099,99.26371698,89.21562524,84.02280893,126.1795415,67.65114288,92.1770549,114.6609849,87.74279693,71.44959274,74.54717407,140.8727535,135.4990539,100.5662928
K07190_phosphorylase kinase alpha/beta subunit,0.827381465,0.457606884,0.318344411,1.103394917,0,0,0.286347686,0.977014254,0.786288828,0.373431629,1.472596201,0.725922323,0.898613259,0.260546148,1.094399348
K07192_flotillin,1.906801403,1.054610822,12.47227924,4.661998061,3.192443668,12.28220992,2.639692532,2.224965235,6.267184485,12.04866167,8.667458667,2.788294076,5.522569999,0,0
K07226_heme iron utilization protein,0,0,3.631443522,0,0,0,0,0,0,0,0,0,0,9.411721596,0
"K07238_zinc transporter, ZIP family",0,28.32572264,0,5.059244405,0,0,4.309579491,0.830002705,1.838914973,1.767656944,0,6.656942848,0,7.399847878,6.27249783
K07241_high-affinity nickel-transport protein,0,0,0.925096208,0,0,7.743485988,0,0,0,6.511064848,4.250179879,2.109501426,10.44533769,3.028547012,0
K07243_high-affinity iron transporter,0,0,0,0,0,0,0,0,0,0,0,0,0,9.763733379,0
K07252_dolichyldiphosphatase [EC:3.6.1.43],0,0,0,0,0,0,0,0,0,0,0.401060594,0,0,2.500604762,0
"K07270_glycosyl transferase, family 25",7.929969942,8.683221288,12.55054727,11.23311451,22.71230412,6.333709432,3.025681601,15.20065001,13.51719314,28.17322705,16.82038273,22.11046269,7.020528162,2.731771818,1.531490086
K07282_poly-gamma-glutamate synthesis protein (capsule biosynthesis protein),3.47753819,1.282234358,1.784029725,1.030586823,9.056809111,0.829619969,2.407075949,1.352597001,0,0.52318582,2.927281343,0,0,0,0
"K07299_MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 1",3.190289869,4.411201681,11.04750217,11.34551118,19.58480966,0,4.416497875,0,11.23467166,6.479596608,0,2.799074827,4.619935535,8.037093125,1.40662693
K07300_Ca2+:H+ antiporter,0,8.867815087,6.848676237,11.85466232,3.131588224,11.36278734,3.969975011,8.332268771,14.54057008,1.294330554,6.318669628,6.433886635,7.177219433,2.767823822,13.52217728
K07304_peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],3.928237998,6.165308054,4.349031009,9.951434703,20.7239057,12.51772511,20.11825613,6.30568357,23.39013613,36.72594383,14.61658495,7.771814184,11.58607009,17.99941791,14.32951498
K07305_peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12],0,0.867752379,0,7.671948408,3.502398584,1.122890986,0,0,0,0.708132233,0.792415313,0,1.136016992,1.482208077,0
K07335_basic membrane protein A and related proteins,0,0,0,0,1.008028647,0,0,0,0,0,0,0,0,2.937831018,0
